-3.554373383522033691e-01	-5.509868860244750977e-01	1.177127838134765625e+00	7.916210889816284180e-01	9.317585825920104980e-01	8.410657048225402832e-01	1.453757762908935547e+00	-3.748683035373687744e-01
-9.583104848861694336e-01	-9.773457646369934082e-01	2.501276016235351562e+00	1.564357638359069824e+00	1.996158719062805176e+00	1.626169204711914062e+00	2.877244472503662109e+00	-2.594622969627380371e-01
-1.160786628723144531e+00	-8.488081097602844238e-01	2.246124982833862305e+00	1.968685269355773926e+00	2.052492618560791016e+00	1.207003593444824219e+00	2.430851936340332031e+00	1.478493213653564453e-01
-8.136237263679504395e-01	-3.085176944732666016e-01	1.109457373619079590e+00	1.092472434043884277e+00	1.053210139274597168e+00	6.070502996444702148e-01	1.359198093414306641e+00	-2.245788276195526123e-01
-2.850101590156555176e-01	9.228972792625427246e-01	-5.228362083435058594e-01	-4.843378439545631409e-03	3.333086967468261719e-01	-4.901122152805328369e-01	-3.561185002326965332e-01	-2.001613378524780273e-01
4.034498333930969238e-01	1.593243479728698730e+00	-1.905407071113586426e+00	-1.250668644905090332e+00	-9.584132432937622070e-01	-1.436391592025756836e+00	-1.985613703727722168e+00	-3.391969799995422363e-01
7.796463966369628906e-01	1.254119634628295898e+00	-2.224204778671264648e+00	-1.769389152526855469e+00	-1.417311787605285645e+00	-1.369993805885314941e+00	-2.032852172851562500e+00	-6.703086495399475098e-01
2.058965414762496948e-01	6.418570876121520996e-01	-7.208284139633178711e-01	-8.343439698219299316e-01	-3.279698491096496582e-01	-3.322690129280090332e-01	-4.175903499126434326e-01	-5.213996767997741699e-01
-3.955958485603332520e-01	-5.603445768356323242e-01	1.164102435111999512e+00	6.909009218215942383e-01	1.048010826110839844e+00	9.217144250869750977e-01	1.439938426017761230e+00	-3.949496448040008545e-01
-8.382183313369750977e-01	-7.208888530731201172e-01	1.823223233222961426e+00	1.629815459251403809e+00	1.645173311233520508e+00	1.179465770721435547e+00	2.202413558959960938e+00	-1.459570825099945068e-01
-1.194482803344726562e+00	-7.514488101005554199e-01	2.517224550247192383e+00	1.896695017814636230e+00	2.228464126586914062e+00	1.733110666275024414e+00	2.741127490997314453e+00	-1.715946644544601440e-01
-6.654968857765197754e-01	-3.635194003582000732e-01	1.358706712722778320e+00	1.222761631011962891e+00	1.157781004905700684e+00	1.014273047447204590e+00	1.474017262458801270e+00	-2.838681042194366455e-01
-6.297955662012100220e-02	7.240371108055114746e-01	-6.100778579711914062e-01	-5.153402686119079590e-01	-2.370550930500030518e-01	-5.807660818099975586e-01	-3.826341331005096436e-01	-4.283999502658843994e-01
5.502713918685913086e-01	1.137039303779602051e+00	-1.660843253135681152e+00	-1.564622640609741211e+00	-1.064120411872863770e+00	-1.033756256103515625e+00	-1.582106590270996094e+00	-5.882621407508850098e-01
5.612471103668212891e-01	1.328778624534606934e+00	-1.934346795082092285e+00	-1.698794960975646973e+00	-1.187438845634460449e+00	-1.355627417564392090e+00	-1.921202182769775391e+00	-4.119346737861633301e-01
5.276353657245635986e-02	6.289717555046081543e-01	-3.890462517738342285e-01	-4.780843555927276611e-01	-1.434711460024118423e-02	-2.660292387008666992e-01	-2.722203135490417480e-01	-3.623646497726440430e-01
-2.856927514076232910e-01	-5.220357775688171387e-01	1.291808485984802246e+00	3.169103562831878662e-01	1.121735572814941406e+00	9.104584455490112305e-01	1.736616134643554688e+00	-5.055413842201232910e-01
-1.031972289085388184e+00	-9.211404323577880859e-01	2.164366722106933594e+00	1.932312726974487305e+00	1.642432689666748047e+00	1.460608959197998047e+00	2.757009029388427734e+00	-4.684699177742004395e-01
-1.038866043090820312e+00	-8.770863413810729980e-01	2.454155445098876953e+00	1.712384581565856934e+00	2.226140022277832031e+00	1.429686903953552246e+00	2.806582689285278320e+00	-1.236455291509628296e-01
-9.271547794342041016e-01	3.234640136361122131e-02	1.292630672454833984e+00	1.170543313026428223e+00	1.582968711853027344e+00	6.825385093688964844e-01	1.405676484107971191e+00	-3.261734545230865479e-02
-1.617249101400375366e-01	9.214068651199340820e-01	-5.696511268615722656e-01	-2.688617706298828125e-01	1.157777458429336548e-01	-6.134607195854187012e-01	-7.567690610885620117e-01	-4.772274941205978394e-02
4.425357282161712646e-01	1.361330747604370117e+00	-1.929561734199523926e+00	-1.286179780960083008e+00	-7.963342070579528809e-01	-1.341948270797729492e+00	-1.936573266983032227e+00	-2.941026985645294189e-01
6.872912049293518066e-01	1.194408297538757324e+00	-1.810556054115295410e+00	-1.490906953811645508e+00	-1.129121899604797363e+00	-1.042574644088745117e+00	-1.700521349906921387e+00	-6.656793355941772461e-01
3.770500719547271729e-01	5.923570394515991211e-01	-9.175107479095458984e-01	-9.319497346878051758e-01	-2.449682354927062988e-01	-5.542253851890563965e-01	-8.330935835838317871e-01	-4.296486079692840576e-01
-3.172731697559356689e-01	-5.080937147140502930e-01	1.157293319702148438e+00	6.253262162208557129e-01	1.138587594032287598e+00	8.465936779975891113e-01	1.487989425659179688e+00	-4.522748291492462158e-01
-9.547223448753356934e-01	-1.238728046417236328e+00	2.660545587539672852e+00	2.118288993835449219e+00	2.138950347900390625e+00	1.786919236183166504e+00	2.879319906234741211e+00	-1.902388781309127808e-01
-1.014429450035095215e+00	-9.853245019912719727e-01	2.377582311630249023e+00	1.838961362838745117e+00	1.995414376258850098e+00	1.532895684242248535e+00	2.586039781570434570e+00	-1.477162688970565796e-01
-7.452697157859802246e-01	1.127353962510824203e-02	1.153239250183105469e+00	9.055303335189819336e-01	1.362487673759460449e+00	5.074059963226318359e-01	1.340997695922851562e+00	-8.314259350299835205e-02
-2.753484547138214111e-01	9.911285042762756348e-01	-6.172127127647399902e-01	-2.070406675338745117e-01	2.774332463741302490e-01	-6.163110136985778809e-01	-5.245680809020996094e-01	-2.066652029752731323e-01
3.722306191921234131e-01	1.587047338485717773e+00	-1.562529444694519043e+00	-1.376624464988708496e+00	-6.181430220603942871e-01	-1.188449263572692871e+00	-1.766054153442382812e+00	-3.296174407005310059e-01
6.407182812690734863e-01	1.397023677825927734e+00	-1.826910376548767090e+00	-1.620355010032653809e+00	-8.816768527030944824e-01	-1.058346152305603027e+00	-1.988726019859313965e+00	-4.066219925880432129e-01
3.353300690650939941e-01	4.737476408481597900e-01	-6.924415230751037598e-01	-5.002335309982299805e-01	-3.326034843921661377e-01	-2.958396673202514648e-01	-3.892486393451690674e-01	-6.441830992698669434e-01
-2.763764262199401855e-01	-4.056266248226165771e-01	1.146947979927062988e+00	5.300493836402893066e-01	9.698150753974914551e-01	9.597279429435729980e-01	1.370143413543701172e+00	-4.633987545967102051e-01
-9.422912597656250000e-01	-1.020244359970092773e+00	2.477766036987304688e+00	1.720384120941162109e+00	1.960706591606140137e+00	1.688057780265808105e+00	2.940567255020141602e+00	-3.617756366729736328e-01
-9.146999716758728027e-01	-9.345874190330505371e-01	2.253129482269287109e+00	1.585078001022338867e+00	1.896791338920593262e+00	1.513470888137817383e+00	2.527236700057983398e+00	-2.099000066518783569e-01
-9.740157127380371094e-01	-3.162345290184020996e-01	1.484115481376647949e+00	1.465973138809204102e+00	1.445909261703491211e+00	7.403926849365234375e-01	1.779031515121459961e+00	-7.161007821559906006e-02
-7.675559818744659424e-02	8.957091569900512695e-01	-4.577973783016204834e-01	-2.648278474807739258e-01	1.738305836915969849e-01	-5.745288729667663574e-01	-4.742978215217590332e-01	-2.585123181343078613e-01
1.791953891515731812e-01	1.689177751541137695e+00	-2.007529973983764648e+00	-1.558536887168884277e+00	-1.035277724266052246e+00	-1.622859597206115723e+00	-2.013691186904907227e+00	-2.083150297403335571e-01
7.221322059631347656e-01	1.282714366912841797e+00	-1.843108773231506348e+00	-1.721589684486389160e+00	-1.256576180458068848e+00	-1.227500915527343750e+00	-1.810292124748229980e+00	-6.213207244873046875e-01
1.948902755975723267e-01	8.127076625823974609e-01	-8.475196957588195801e-01	-8.504474759101867676e-01	-3.555145561695098877e-01	-4.766525030136108398e-01	-7.428665161132812500e-01	-3.386154770851135254e-01
-2.529337406158447266e-01	-5.778236389160156250e-01	9.154785275459289551e-01	6.509408950805664062e-01	5.721971392631530762e-01	8.825425505638122559e-01	1.328713655471801758e+00	-5.648660659790039062e-01
